track_id,track_name,artist,genre,release_year,danceability,energy,tempo,streams
710,Paradise Sky,Sara Johnson,Pop,2014,0.721,0.636,81,2345861
711,Love Light,Peter Tyler,Soul,2008,0.548,0.341,94,2197118
712,Lonely Love,Jeff Thomas,Hip-Hop,2001,0.697,0.451,146,2892384
713,Paradise Paradise,Tracey Cooley,Rock,2019,0.455,0.872,128,3670613
714,Paradise Heart,Daniel Bailey,Electronic,2008,0.665,0.9,119,3007812
715,Paradise Shadow,Heidi Mann,Soul,2013,0.419,0.362,103,1972568
716,Heart Light,Pamela Green,Electronic,2008,0.726,0.684,135,2365519
717,Sky Sky,Jasmine Velazquez,Hip-Hop,2000,0.793,0.403,140,2851530
718,Light Forever,Scott Black,Alternative,2017,0.706,0,137,3875304
719,Love Dream,Robert Hamilton,Pop,2022,0.359,0.596,115,3216479
720,Shadow Dream,Erica Hoffman,Rock,2011,0.574,0.843,131,4030725
721,Shadow Paradise,Ashley Parker,Rock,2019,0.528,0.77,125,2003543
722,Sky Dream,Brandon Rodgers,Alternative,2010,0.589,0.53,115,1236618
723,Love Sky,Melinda Key,Soul,2017,0.436,0.466,95,4563784
724,Dream Forever,Jennifer Thomas,Electronic,2007,0.725,0.784,100,4164873
725,Light Fire,Christopher Thompson,Rock,2000,0.413,0.874,141,4184467
726,Broken Forever,Carrie Fischer,Rock,2016,0.592,0.691,104,1719719
727,Heart Dream,Joshua Shaw,Electronic,2014,0.74,0.689,128,2101995
728,Fire Heart,Caroline Mills,Rock,2019,0.471,0.898,111,2037982
729,Heart Lonely,Joseph Walter,Pop,2012,0.963,0.426,58,6227456
730,Heart Love,Kayla Dunn,Rock,2009,0.68,0.979,144,4978189
731,Love Broken,Brandy Garza,Hip-Hop,2008,0.783,0.545,107,2791538
732,Night Forever,Danielle Lopez,Rock,2019,0.488,0.91,147,3691317
733,Shadow Forever,Joshua Davis,R&B,2019,0.782,0.224,146,3425308
734,Fire Night,Sarah Hawkins,R&B,2018,0.554,0.412,121,1796836
735,Light Paradise,Morgan Arroyo,Soul,2004,0.237,0.267,114,4326528
736,Night Dream,Kimberly Martin,Soul,2019,0.552,0.416,106,2875017
737,Love Shadow,Jennifer Harrison,Soul,2016,0.285,0.393,88,3400227
738,Lonely Light,Derek Smith,R&B,2012,0.48,0.505,74,2786066
739,Light Forever,Michelle Davis,Alternative,2014,0.569,0.185,110,2833919
740,Forever Love,Daniel Pena DDS,Alternative,2011,0.948,0.621,100,3733538
741,Forever Heart,Wesley Hill,Hip-Hop,2010,0.687,0.488,104,1932680
742,Fire Heart,Dustin Ferguson,R&B,2017,0.897,0.3,122,3146888
743,Shadow Lonely,Mark Moore,Rock,2018,0.596,1,121,2616960
744,Broken Dream,Amy Adams,Electronic,2007,0.812,0.878,123,6217611
745,Forever Sky,Christina Perez,R&B,2002,0.707,0.503,131,869507
746,Fire Forever,Bethany Higgins,Electronic,2020,0.795,0.719,118,4535742
747,Forever Love,Daniel Le,Hip-Hop,2022,0.787,0.626,132,6381067
748,Paradise Paradise,John Meyer,Electronic,2020,0.705,0.961,127,1268174
749,Sky Sky,Heather Hamilton,Hip-Hop,2009,0.786,0.776,125,2667712
750,Shadow Heart,Derek Murphy,Alternative,2001,0.41,0.588,134,5826642
751,Sky Love,Steven Martin,Electronic,2001,0.891,0.746,132,3641920
752,Forever Forever,Dillon Harris,Soul,2019,0.527,0.294,115,1768476
753,Broken Broken,Joanna Martinez,Pop,2006,0.579,0.317,80,1720647
754,Sky Love,Tamara Johnson,Alternative,2013,0.662,0.447,100,2709782
755,Night Light,Gail Garcia,R&B,2003,0.581,0.533,107,8644348
756,Fire Lonely,Kimberly Sanders,Hip-Hop,2018,0.722,0.422,165,1939218
757,Love Lonely,Dalton Edwards,Pop,2014,0.683,0.884,79,4163774
758,Lonely Lonely,Michael Mcguire,Soul,2018,0.451,0.251,85,3141062
759,Heart Dream,Jennifer Martinez,R&B,2023,0.804,0.558,110,2062760
760,Paradise Night,Lisa Collins,Soul,2000,0.63,0.204,153,5036900
761,Love Love,Stephanie Williams,Hip-Hop,2021,0.641,0.603,116,4881488
762,Lonely Love,Whitney Jordan,Pop,2019,0.682,0.778,77,1186685
763,Paradise Shadow,Lindsay Carroll,Hip-Hop,2001,0.721,0.554,115,2602280
764,Paradise Sky,Shane Peterson,Soul,2012,0.425,0.393,120,2555226
765,Forever Love,Christopher Knapp,Alternative,2004,0.6,0.66,117,3478843
766,Light Dream,Eric Howard,R&B,2005,0.639,0.582,173,3593578
767,Heart Dream,Nathan Carter,Soul,2016,0.786,0.554,73,3083405
768,Fire Heart,Sean Jones,Hip-Hop,2001,0.758,0.676,110,3492562
769,Love Paradise,Tina Mata,Hip-Hop,2006,0.727,0.347,140,5911869
770,Forever Dream,Cameron Montgomery,Pop,2005,0.665,0.569,106,6026871
771,Lonely Light,Manuel Bauer,Pop,2014,0.736,0.618,79,3096351
772,Love Light,Meredith Collins,Soul,2003,0.449,0.342,81,2761766
773,Shadow Fire,John Sanders,Soul,2003,0.349,0.351,119,8480177
774,Sky Heart,James Koch,Electronic,2019,0.678,0.785,139,3282220
775,Shadow Shadow,Cheryl Tanner,Electronic,2018,0.843,0.908,124,2328614
776,Light Heart,Stephanie Mitchell,Pop,2013,0.946,0.796,77,2722991
777,Light Lonely,Kelly Maldonado,Soul,2016,0.199,0.416,118,4192722
778,Heart Light,Kevin Young,R&B,2020,0.671,0.391,153,4542197
779,Shadow Sky,Melissa Stewart,Pop,2011,0.669,0.829,148,4851571
780,Fire Fire,Ruth Pitts,Electronic,2010,0.772,0.947,109,3110677
781,Night Forever,Mary Smith,Hip-Hop,2018,0.676,0.575,136,1637894
782,Night Forever,Martin Brown,Electronic,2014,0.849,0.708,118,2664233
783,Broken Paradise,Kelli Schaefer DVM,Soul,2018,0.54,0.4,124,2775614
784,Sky Lonely,Taylor Morgan,R&B,2014,0.545,0.543,177,4208760
785,Sky Forever,Gina Smith,Rock,2022,0.72,0.657,163,3855730
786,Forever Forever,Aaron Drake,Alternative,2013,0.349,0.283,107,5449781
787,Lonely Sky,Nancy Marshall,Pop,2017,0.533,0.55,153,3787544
788,Dream Night,Brian Graham,Hip-Hop,2001,0.76,0.781,128,1412788
789,Forever Night,Tamara Wyatt,Soul,2023,0.595,0.187,85,3881550
790,Dream Light,Susan Wilkerson,Alternative,2003,0.636,0.552,119,2680144
791,Light Paradise,Susan Flores,Soul,2006,0.4,0.409,112,7744818
792,Paradise Dream,Amy Cook,Rock,2003,0.583,0.667,140,3000755
793,Sky Lonely,Carl Moore,Electronic,2016,0.993,0.673,121,3625943
794,Lonely Love,Jessica Moore,Pop,2023,0.752,0.701,89,3796218
795,Lonely Broken,Sara Anderson,Alternative,2007,0.531,0.552,123,4549973
796,Sky Broken,Jacqueline Montoya,Electronic,2023,0.764,0.886,133,2624716
797,Forever Night,Karen Collins,Soul,2000,0.383,0.39,77,2627506
798,Fire Broken,Zachary Luna,Rock,2013,0.565,0.806,143,2234905
799,Heart Light,Justin Curtis,R&B,2010,0.831,0.633,121,3052393
800,Paradise Lonely,Tyler Thomas,Pop,2013,0.788,0.778,77,2448421
801,Night Dream,Danielle Roberson,Rock,2014,0.576,1,145,2694297
802,Broken Lonely,Kayla Sims,Rock,2016,0.557,0.92,169,2179977
803,Light Light,Brittany Lopez,Soul,2009,0.54,0.244,116,3367801
804,Light Paradise,Jasmine Simmons,Soul,2012,0.683,0.277,105,2130321
805,Night Sky,Lori Henry,Alternative,2012,0.453,0.152,107,2017605
806,Forever Light,Juan Vargas,R&B,2007,0.865,0.424,132,2197286
807,Broken Shadow,Shelly Sanchez,Soul,2008,0.498,0.365,83,1661292
808,Fire Shadow,Jeffrey Roman,Hip-Hop,2023,0.873,0.555,128,5444061
809,Dream Fire,Joyce Chaney,Alternative,2000,0.53,0.464,143,3945810
810,Heart Broken,John Bentley,Rock,2006,0.509,0.816,116,3898629
811,Heart Forever,Victoria Welch,Electronic,2016,0.83,0.799,131,2177560
812,Dream Lonely,Kaylee Perkins,Alternative,2014,0.057,0.675,146,2010918
813,Lonely Lonely,Nicolas Scott,Hip-Hop,2015,0.805,0.763,125,1146479
814,Night Paradise,Brandon Rogers,Alternative,2019,0.714,0.248,123,3920485
815,Light Broken,Richard Espinoza,Soul,2010,0.441,0.413,107,9092605
816,Forever Light,Amanda Smith,Rock,2016,0.576,0.586,139,3662149
817,Night Night,Madison Knapp,R&B,2018,0.288,0.486,126,5675647
818,Fire Love,Holly Ballard,Alternative,2017,0.695,0.358,137,3405861
819,Fire Paradise,Daniel Hale,Pop,2007,0.436,0.875,72,4165936
820,Sky Broken,Andrew Collins,Electronic,2005,0.73,0.627,122,3617387
821,Heart Night,Stephen Bright,Rock,2013,0.635,0.772,113,3472271
822,Paradise Night,Sarah Bowman,Rock,2004,0.5,0.723,132,3671995
823,Love Paradise,Sarah Cook,Electronic,2007,0.812,0.729,122,5100370
824,Lonely Paradise,Rachel Collins,Rock,2000,0.674,0.825,100,2087814
825,Lonely Sky,Eric Stanley,Electronic,2019,0.811,0.794,112,5992642
826,Lonely Dream,Richard Watts,Pop,2012,0.735,0.408,63,10284476
827,Dream Broken,Julie Lozano,Soul,2017,0.45,0.334,109,2308561
828,Sky Paradise,Carlos Fernandez,Electronic,2011,0.63,0.792,122,1819627
829,Light Forever,Angelica Craig,Alternative,2021,0.586,0.439,113,6160627
830,Sky Fire,Elizabeth Marshall,Pop,2005,0.581,0.708,100,6329559
831,Lonely Shadow,Kathleen Johnson,Soul,2001,0.472,0.402,72,5125629
832,Paradise Lonely,Sarah Fitzpatrick,Electronic,2021,0.694,0.798,125,5149591
833,Broken Fire,Sara Phillips,Electronic,2004,0.748,0.673,145,3260202
834,Fire Lonely,Joseph Walker,Electronic,2014,0.826,0.841,135,2577335
835,Shadow Broken,Sharon Mays,Soul,2017,0.78,0.386,101,3238770
836,Sky Love,Nancy Lam,Soul,2007,0.367,0.347,137,5204769
837,Lonely Dream,Lucas Lee,Soul,2010,0.496,0.381,122,2170854
838,Love Dream,Jeff York,Soul,2005,0.362,0.382,101,3468928
839,Dream Love,Lisa Norris,Rock,2021,0.45,0.816,161,2046985
840,Light Lonely,James Mcmahon,Hip-Hop,2006,0.551,0.638,135,3183238
841,Heart Love,Maria Harmon,Hip-Hop,2003,0.908,0.755,131,7101863
842,Love Love,Brett Ford,Rock,2002,0.541,0.799,115,2696401
843,Forever Fire,Steven Nelson,R&B,2004,0.706,0.503,118,2691191
844,Lonely Heart,David Gross,Electronic,2022,0.746,1,104,9011513
845,Broken Light,Shirley Morris,Hip-Hop,2011,0.702,0.89,131,2503427
846,Light Broken,Michael Richardson,Pop,2019,0.727,0.806,71,5408461
847,Light Heart,David Callahan,Electronic,2020,0.747,0.808,149,2488250
848,Lonely Forever,Sean Lawrence,R&B,2003,0.68,0.813,111,7590558
849,Dream Fire,Pamela Guerrero,Alternative,2005,0.365,0.527,108,2242039
850,Lonely Shadow,Jamie Solomon,Alternative,2006,0.359,0.261,118,6269251
851,Shadow Broken,Kayla Oliver,R&B,2012,0.764,0.667,104,1289560
852,Forever Dream,Michael Shelton,Pop,2010,0.687,0.512,77,1897905
853,Lonely Heart,Sarah Sherman,Soul,2016,0.511,0.49,101,7433983
854,Lonely Sky,Earl Glenn,Rock,2001,0.544,0.707,121,3145310
855,Love Shadow,Amy Downs,R&B,2023,0.416,0.404,119,3028409
856,Lonely Fire,Jordan Cole,Pop,2023,0.878,0.804,120,6269972
857,Forever Broken,Cynthia Cruz,Hip-Hop,2012,0.702,0.647,133,1719715
858,Night Love,Austin Wilson,Hip-Hop,2020,0.745,0.785,107,1332618
859,Forever Broken,Lisa Leonard,Hip-Hop,2018,0.691,0.572,154,2628659
860,Shadow Forever,Mr. Michael Washington,R&B,2008,0.5,0.023,62,6272046
861,Fire Lonely,Justin Perry,Rock,2019,0.534,0.859,111,2320786
862,Shadow Paradise,Warren Schaefer,Rock,2018,0.461,0.813,118,5555807
863,Lonely Night,Janet Miller,Pop,2009,0.513,0.679,104,3383385
864,Shadow Paradise,Juan Clark,R&B,2005,0.817,0.423,91,4352006
865,Forever Paradise,Anthony Delgado,Hip-Hop,2019,0.493,0.588,166,1933914
866,Sky Night,Justin Carter,Soul,2021,0.527,0.433,114,3734604
867,Fire Shadow,Thomas Price,Pop,2023,0.502,0.726,93,3826841
868,Shadow Love,Travis Gross,Electronic,2023,0.749,0.769,105,2685327
869,Light Lonely,Megan Ellis,R&B,2008,0.929,0.733,108,4919059
870,Paradise Heart,Whitney Hawkins,R&B,2013,0.516,0.711,113,2588787
871,Dream Fire,Taylor Snyder,R&B,2002,0.533,0.466,113,824148
872,Forever Dream,Ralph Klein,Electronic,2009,0.765,0.8,138,5927687
873,Shadow Broken,Erin Patel,Alternative,2023,0.523,0.4,135,2446977
874,Night Light,Edward Anderson,Alternative,2018,0.774,0.356,94,2666152
875,Forever Night,Sandy King,Rock,2001,0.524,0.766,145,3928076
876,Light Broken,Brian Wilson,R&B,2011,1,0.352,113,2595345
877,Broken Dream,Monica Walters,Pop,2008,0.418,0.817,102,3288525
878,Shadow Lonely,Jorge Davis,Rock,2011,0.435,0.934,116,4397719
879,Light Heart,Daniel Cole,Rock,2014,0.636,0.771,148,2334389
880,Forever Love,Alexander Pena,Rock,2017,0.487,0.862,121,2502685
881,Sky Lonely,Melissa Meyer,Soul,2010,0.564,0.34,79,1284765
882,Sky Dream,Nicole Wilson,Rock,2011,0.519,0.951,109,2264487
883,Love Forever,Kimberly Shaw,Alternative,2019,0.66,0.528,147,2435844
884,Light Fire,Courtney Patrick,R&B,2000,0.332,0.286,126,2342317
885,Dream Heart,Jonathan Preston,Electronic,2005,0.784,0.935,115,2574092
886,Broken Fire,Charles Zhang,Hip-Hop,2010,0.774,0.524,134,3803066
887,Lonely Fire,Keith Mayer,Rock,2015,0.438,0.788,149,1877089
888,Love Sky,Jessica Wolf,Pop,2001,0.533,0.516,134,10551824
889,Fire Shadow,Stephanie Simmons,Alternative,2016,0.582,0.589,127,1798675
890,Light Dream,Robert Tapia,Electronic,2022,0.774,0.86,122,2826808
891,Dream Shadow,Brian Cooper,Electronic,2006,0.833,0.799,116,8658344
892,Broken Light,Laura Wheeler,Hip-Hop,2018,0.739,0.725,146,3099747
893,Fire Forever,Carolyn Gomez,Electronic,2020,0.844,0.862,129,3104179
894,Sky Shadow,Rebecca Anderson,Alternative,2009,0.533,0.582,114,1587756
895,Love Paradise,Jo Norton,R&B,2005,0.922,0.81,136,1739633
896,Dream Love,Patricia Oneill,Electronic,2012,0.624,0.829,125,6512514
897,Paradise Shadow,Randy Williamson,Electronic,2009,0.939,0.897,131,4139231
898,Fire Sky,Deborah George,Soul,2022,0.649,0.412,116,4108983
899,Forever Lonely,John Hicks,Electronic,2018,0.746,0.843,111,3496133
900,Heart Paradise,Stephanie Sanchez,Hip-Hop,2011,0.641,0.78,125,2459361
901,Night Sky,Casey Burton,Soul,2022,0.493,0.366,85,3293360
902,Love Forever,Christopher Morris,Pop,2014,0.675,0.892,92,9312019
903,Night Light,Paula Marshall,Rock,2014,0.476,0.911,148,1805251
904,Lonely Love,Andrea Miller,R&B,2007,0.502,0.64,159,8037497
905,Fire Heart,Maria Simpson,Soul,2008,0.491,0.424,65,1983741
906,Love Lonely,Kristin Weber,Soul,2018,0.666,0.322,113,2883834
907,Night Light,Dr. Dennis Curry PhD,Alternative,2005,0.657,0.404,114,6102193
908,Light Sky,Stephen Miller,Alternative,2009,0.596,0.325,137,4191162
909,Love Forever,Robert Salazar,Alternative,2016,0.949,0.663,108,2783302
910,Light Broken,Dr. Alan Poole,Electronic,2000,0.564,0.785,134,2409448
911,Light Forever,Jessica Smith,Hip-Hop,2016,0.771,0.914,180,3723975
912,Light Night,Michael Price,Electronic,2020,0.677,0.883,133,5774049
913,Fire Night,Robert Johnston,Pop,2005,0.687,0.75,105,2256227
914,Love Light,Carl Logan,Rock,2019,0.527,0.849,127,5191652
915,Forever Light,Deborah Hines,R&B,2021,0.742,0.305,107,1471112
916,Dream Broken,Matthew Lee,Rock,2010,0.601,0.641,124,3390837
917,Light Sky,Ann Weber,Pop,2023,0.688,0.757,138,8133850
918,Sky Sky,Rhonda Cunningham,Pop,2007,0.688,0.702,49,4771621
919,Love Lonely,Angela Smith,Pop,2018,0.654,0.397,75,2595204
920,Fire Shadow,James Gonzalez,Electronic,2008,0.912,0.816,127,2888040
921,Night Broken,Beth Kerr,Electronic,2019,0.777,0.784,128,1245858
922,Sky Forever,Jimmy Nicholson,Soul,2006,0.545,0.428,141,3342596
923,Night Shadow,Erik Glass,Hip-Hop,2006,0.731,0.901,125,1430582
924,Night Lonely,Glenn Berger,Rock,2015,0.482,0.85,164,5746378
925,Night Broken,Zachary Vang,R&B,2009,0.533,0.32,113,3845550
926,Heart Lonely,Danny Roberts,Electronic,2014,0.731,0.917,127,8056449
927,Paradise Night,James Marshall,Pop,2014,0.624,0.544,88,2534543
928,Heart Fire,Lindsey Hardy,R&B,2015,0.572,0.444,120,2523044
929,Broken Broken,Pamela Wise,Electronic,2018,0.756,0.83,130,2874037
930,Forever Paradise,Candace Valentine,Hip-Hop,2009,0.827,0.583,174,4548795
931,Shadow Lonely,Sabrina Rowland,Electronic,2011,0.713,0.897,132,5970245
932,Shadow Lonely,Christopher Green,Alternative,2017,0.847,0.602,92,2339692
933,Forever Shadow,Isabella Torres,Alternative,2017,0.26,0.55,122,2091680
934,Shadow Dream,Patricia Martinez,Soul,2006,0.499,0.309,74,4478378
935,Shadow Heart,Lisa Holden,Pop,2005,0.635,0.467,118,2558779
936,Lonely Heart,Joanne Williams,Electronic,2016,0.865,0.768,113,3955226
937,Forever Fire,Patrick Montoya,Electronic,2003,0.873,0.852,130,3705094
938,Night Fire,Bethany Johnson,Rock,2012,0.714,0.671,122,1316449
939,Forever Heart,Anthony Howell,Electronic,2020,0.868,0.678,121,4818775
940,Dream Love,Ryan Barnes,Hip-Hop,2019,0.822,0.654,93,3701285
941,Love Broken,Sarah Smith,Pop,2009,0.714,0.719,124,2387756
942,Love Broken,Richard Phillips,Electronic,2000,0.962,0.876,111,3203864
943,Fire Lonely,Robin Davis,Hip-Hop,2009,0.805,0.42,194,9471526
944,Sky Light,April Torres,Rock,2021,0.688,0.717,118,3150307
945,Paradise Shadow,William Nguyen,Rock,2007,0.798,0.87,98,6376672
946,Shadow Sky,Shelby Rocha,R&B,2014,0.614,0.549,85,4817251
947,Heart Light,Jessica Espinoza,Hip-Hop,2013,0.978,0.729,141,4302596
948,Sky Broken,Mary Glover,Alternative,2016,0.557,0.478,115,5037467
949,Light Dream,Daniel Payne,Rock,2021,0.572,0.71,127,3651680
950,Broken Fire,Laura Ingram,Electronic,2000,0.811,0.901,149,4397341
951,Sky Broken,Wayne Ramsey,Electronic,2016,0.838,0.787,115,2811433
952,Heart Broken,Benjamin Ortiz,Rock,2003,0.529,0.775,128,2288487
953,Heart Shadow,Stephanie Smith,Pop,2018,1,0.918,88,3273336
954,Dream Heart,Joseph Hopkins,Soul,2016,0.572,0.35,97,2284649
955,Lonely Heart,Robert Moses,Soul,2011,0.414,0.302,66,1008321
956,Night Forever,Dana Sheppard,Alternative,2005,0.819,0.575,92,5440109
957,Love Paradise,Peggy Bush,Alternative,2006,0.528,0.539,98,15216721
958,Paradise Dream,Amber Wang,Soul,2006,0.444,0.421,164,2006899
959,Forever Forever,Katherine Ryan,Rock,2014,0.639,0.69,149,5761385
960,Heart Lonely,Nicholas Bradford,R&B,2014,0.578,0.638,106,3984785
961,Shadow Light,Mariah Acosta,Soul,2013,0.587,0.433,89,1531882
962,Dream Fire,Michael Buchanan,Rock,2008,0.619,0.855,147,2182251
963,Shadow Forever,Jimmy Khan,Alternative,2005,0.594,0.443,75,1407600
964,Light Sky,Christopher Wilson,Rock,2010,0.498,0.889,129,4172972
965,Fire Sky,Albert Johnson,Pop,2005,0.661,0.633,71,7826608
966,Night Lonely,Natasha Payne,Hip-Hop,2021,0.56,0.534,100,2692185
967,Paradise Forever,Anna George,Rock,2019,0.738,0.811,114,2173860
968,Paradise Fire,Douglas Johnson,Pop,2019,0.852,0.753,106,4043339
969,Shadow Dream,Kathleen Bell,Electronic,2014,0.745,0.928,138,3371336
970,Paradise Sky,Allen Jacobs,R&B,2016,0.671,0.515,114,1582436
971,Heart Heart,Amanda Juarez,Soul,2003,0.617,0.545,112,3665992
972,Sky Lonely,Kenneth Greene,Soul,2021,0.452,0.392,126,5878603
973,Dream Paradise,Anna Reeves,Hip-Hop,2005,0.631,0.871,141,4958778
974,Paradise Dream,Walter Martin,Alternative,2012,0.645,0.212,119,2966986
975,Paradise Fire,Randy Norris,R&B,2004,1,0.311,70,1036259
976,Heart Fire,Dennis Shepherd,Pop,2012,0.314,0.781,110,2587415
977,Night Night,Breanna Moore,Hip-Hop,2006,0.702,0.717,137,3468682
978,Broken Fire,Aaron Brown,Electronic,2003,0.802,0.887,136,5709196
979,Lonely Paradise,Laura Jenkins,Electronic,2023,0.707,0.807,123,2907190
980,Love Paradise,Christopher Valdez,Soul,2015,0.408,0.379,79,2887399
981,Dream Light,Amanda Clements,Soul,2009,0.276,0.448,110,2792193
982,Fire Broken,Bradley Torres,Hip-Hop,2018,0.712,0.739,154,2963660
983,Shadow Fire,Aaron Rogers,Pop,2013,0.616,0.748,107,2537786
984,Dream Night,Tracy Holt,Soul,2016,0.397,0.384,84,7000844
985,Forever Sky,Lori Freeman,Alternative,2011,0.525,0.401,113,3565958
986,Paradise Forever,Christina Garza,R&B,2015,1,0.49,110,7198852
987,Dream Sky,Ryan Warren,Soul,2010,0.294,0.266,121,3632777
988,Heart Forever,Michael Navarro,Electronic,2009,0.848,0.806,144,1991959
989,Light Love,Renee Mason,Rock,2008,0.564,0.847,99,4023942
990,Sky Broken,Marie Estrada,Hip-Hop,2010,0.735,0.792,183,2026694
991,Lonely Shadow,Allen Williams,Soul,2014,0.568,0.521,88,2176131
992,Love Fire,Adam Barnes,Pop,2004,0.899,0.796,99,10221304
993,Broken Dream,Jonathon Rich,Soul,2010,0.193,0.203,126,4032409
994,Fire Night,Thomas Foley,Pop,2022,0.724,0.684,109,5575654
995,Heart Love,Joy Pitts,R&B,2007,0.579,0.548,130,2179287
996,Forever Love,Tammy Brown,Rock,2021,0.612,0.842,116,2406925
997,Heart Broken,Timothy Bailey,Pop,2019,0.585,0.67,71,1179252
998,Broken Fire,Peter Flores,Pop,2014,0.746,0.62,98,3476531
999,Lonely Paradise,Steven King,Rock,2011,0.511,0.873,164,2326748
1000,Shadow Paradise,Jimmy Moreno,Electronic,2013,0.887,0.862,130,3542771
1001,Shadow Night,Connie King,Rock,2002,0.744,0.733,104,5008351
1002,Night Lonely,Timothy Conner,Rock,2019,0.649,0.818,132,4042536
1003,Night Broken,Mrs. Christina Obrien,Alternative,2015,0.431,0.464,150,4172267
1004,Light Forever,Joshua Jensen,Alternative,2010,0.647,0.269,79,8458143
1005,Night Lonely,Shawn Carr,R&B,2001,0.55,0.747,102,5938756
1006,Heart Heart,Charles Jones,Electronic,2015,0.69,0.837,137,2535183
1007,Forever Dream,John Crawford,Soul,2007,0.273,0.6,101,2408093
1008,Dream Lonely,Kaitlin Cameron,R&B,2014,0.795,0.228,101,4781785
1009,Fire Broken,Mark Myers,Electronic,2001,0.775,0.779,116,4499732
1010,Paradise Night,Michael Cook,Rock,2020,0.5,0.746,131,4356700
1011,Night Night,Richard Spencer,Rock,2002,0.367,0.675,121,3216237
1012,Shadow Fire,Nicholas Johnson,R&B,2017,1,0.594,111,6884159
1013,Shadow Night,Angela Morris,Rock,2008,0.542,0.837,103,1827513
1014,Fire Broken,Joseph Jones,Soul,2007,0.41,0.407,111,1576353
1015,Love Sky,Christopher Matthews,Pop,2019,0.502,0.722,117,3330342
1016,Love Sky,Christopher Fletcher,Hip-Hop,2021,0.772,0.787,148,3213584
1017,Sky Forever,Cheryl Johnson,Pop,2008,0.548,0.686,106,2425921
1018,Forever Light,Annette Hoover,R&B,2004,0.626,0.413,107,2151235
1019,Forever Light,Courtney Harrell,Rock,2000,0.741,0.76,126,4643086
1020,Broken Love,Kaitlin Thompson,Soul,2019,0.589,0.168,97,5707806
1021,Lonely Sky,Mitchell Potter,Hip-Hop,2007,0.896,0.602,177,5094780
1022,Paradise Dream,Brooke Thompson,Soul,2009,0.321,0.397,108,4759845
1023,Paradise Love,Jonathan Gray,Soul,2021,0.437,0.314,95,2989592
1024,Sky Broken,Sheila Simon,Rock,2022,0.662,0.94,153,2574828
1025,Paradise Fire,Ronald Leon,Rock,2021,0.586,0.57,88,2496424
1026,Forever Night,James Kemp,Electronic,2007,0.674,0.978,130,2152422
1027,Night Shadow,Paul Moreno,Alternative,2004,0.591,0.473,139,2446067
1028,Love Sky,Erica Roach,Electronic,2021,0.736,0.721,135,2321614
1029,Sky Lonely,Mary Dudley,Pop,2013,0.876,0.49,93,5665714
1030,Shadow Dream,Robert Guerrero,Electronic,2019,0.832,0.919,138,3863299
1031,Shadow Dream,John Barnes,Electronic,2016,0.756,0.861,138,5040842
1032,Broken Love,Mike White,Rock,2000,0.698,0.778,124,1847848
1033,Broken Shadow,Ronald Mosley,Electronic,2013,0.749,0.87,125,5487534
1034,Broken Paradise,Tracy French,Rock,2021,0.614,0.665,151,3069194
1035,Love Lonely,David Marquez,Hip-Hop,2018,0.615,0.336,170,4887670
1036,Dream Sky,Jeremy Carr,Electronic,2017,0.717,0.813,133,1888018
1037,Lonely Lonely,Brent Jones,Soul,2022,0.356,0.358,119,4040562
1038,Light Shadow,Mary Esparza,Alternative,2018,0.488,0.37,151,4061884
1039,Fire Dream,Catherine Osborn,Electronic,2017,0.855,0.818,136,3650786
1040,Heart Night,Eric Thomas,R&B,2003,0.895,0.22,104,2081478
1041,Night Forever,Ian Jones,Electronic,2006,0.745,0.642,127,3857916
1042,Fire Paradise,Kaitlyn Wagner,Rock,2000,0.506,0.841,120,13311422
1043,Fire Love,Sarah Pearson,Pop,2017,0.753,0.576,151,3537874
1044,Broken Shadow,Lori Arnold,Hip-Hop,2006,0.74,0.533,123,2498752
1045,Night Light,Teresa Gallegos,Pop,2018,0.394,0.554,54,4337479
1046,Forever Lonely,Julie Beasley,Electronic,2008,0.741,0.774,126,4298262
1047,Broken Paradise,Michael Ibarra,Soul,2003,0.566,0.527,68,4642828
1048,Love Paradise,Jonathan Acosta,R&B,2018,0.886,0.564,119,4421459
1049,Fire Forever,Emily Rowe,Soul,2010,0.564,0.422,35,7779507
1050,Lonely Heart,Becky Fields,Soul,2012,0.411,0.367,87,3913553
1051,Love Heart,Maria Webb,Soul,2004,0.31,0.508,140,3367460
1052,Shadow Love,Leah Wallace,Pop,2000,0.53,0.778,64,6171465
1053,Shadow Dream,Mrs. Katherine Guzman,R&B,2021,0.604,0.655,93,2862527
1054,Paradise Dream,Terry Johnson,Electronic,2011,0.648,0.845,137,1413551
1055,Broken Night,Nancy Anderson,Alternative,2007,0.641,0.108,114,2064523
1056,Night Lonely,Kathy Davis,Electronic,2021,0.88,0.895,116,1808015
1057,Fire Heart,Vanessa Smith,R&B,2007,0.436,0.569,91,8950727
1058,Sky Shadow,Jonathan Cole,Alternative,2012,0.53,0.48,105,2191768
1059,Fire Lonely,Cynthia Perkins,R&B,2017,0.632,0.438,137,3695427
1060,Night Shadow,Tracy Miller,Rock,2016,0.643,0.818,153,2262691
1061,Heart Night,James Wilson,Hip-Hop,2021,0.839,0.206,151,6113265
1062,Light Forever,Danielle Wilson,Soul,2023,0.388,0.385,122,3526200
1063,Sky Night,Christina Martin,Electronic,2006,0.897,0.868,124,3601091
1064,Paradise Light,Amy Martinez,Alternative,2015,0.649,0.796,95,4629314
